"ORDER_ID","ORDER_DATE","MONTH_NAME","QUARTER_NAME","SHIP_DATE","SHIP_MODE","CUSTOMER_ID","REGION","PRODUCT_ID","SALES","QUANTITY","DISCOUNT","PROFIT","CASE_ID"
"389773066","2024-02-26","Mar-24","Q12024","2024-02-28","Standard Class","96986721","Central","11","455","9","0","-43","55387388"
"390756230","2024-03-04","Jan-24","Q12024","2024-03-16","First Class","196244650","Central","4","482","10","0","-7","86900951"
"390833045","2024-03-14","Mar-24","Q12024","2024-03-21","Standard Class","267419249","West","13","409","10","0","-37","72746663"
"390981031","2024-02-22","Mar-24","Q12024","2024-03-03","Standard Class","58373196","West","18","106","8","0","4","86900951"
"391427610","2024-03-06","Mar-24","Q12024","2024-03-06","First Class","324022947","East","18","364","7","0","19","55507742"
"391562086","2024-02-19","Jan-24","Q12024","2024-02-23","Standard Class","70602528","West","18","293","4","0","19","65041776"
"391691854","2024-03-17","Mar-24","Q12024","2024-03-21","First Class","241297113","West","12","481","10","0","0","86900951"
"391959918","2024-01-31","Jan-24","Q12024","2024-02-08","First Class","407682351","Central","16","383","10","0","-28","73354463"
"392307547","2024-02-17","Jan-24","Q12024","2024-02-21","First Class","225066449","West","4","114","10","0","19","86900951"
"392491714","2024-03-08","Jan-24","Q12024","2024-03-11","First Class","809435567","South","8","355","10","0","-35","52242437"
"392545212","2024-02-07","Mar-24","Q12024","2024-02-12","Second Class","528502184","West","9","279","10","0","-21","86900951"
"392926473","2024-02-10","Mar-24","Q12024","2024-02-15","Second Class","359002998","Central","18","132","6","0","15","42544747"
"392995075","2024-02-09","Mar-24","Q12024","2024-02-15","Second Class","842911504","West","12","179","6","0","4","78736950"
"393437628","2024-02-23","Jan-24","Q12024","2024-02-28","Second Class","202028672","Central","9","298","7","0","17","57473521"
"393559799","2024-03-03","Mar-24","Q12024","2024-03-09","Second Class","271098400","Central","16","237","9","0","4","63089529"
"393575041","2024-03-09","Jan-24","Q12024","2024-03-15","Standard Class","534394538","South","2","147","10","0","-31","51241516"
"393974644","2024-02-29","Mar-24","Q12024","2024-03-04","Second Class","470728154","West","6","484","8","0","-30","59876086"
"394131376","2024-03-02","Mar-24","Q12024","2024-03-01","Second Class","867403178","West","7","362","10","0","19","86900951"
"394201362","2024-02-02","Jan-24","Q12024","2024-02-07","Standard Class","310604972","Central","14","169","6","0","-2","64803859"
"394396254","2024-03-03","Jan-24","Q12024","2024-03-11","Standard Class","391828622","Central","2","377","10","0","19","78004717"
"394607054","2024-03-08","Mar-24","Q12024","2024-03-13","Second Class","408939674","West","9","378","10","0","-65","62677648"
"394624405","2024-01-28","Mar-24","Q12024","2024-02-09","First Class","132416882","West","1","422","8","0","6","86900951"
"394738896","2024-03-13","Mar-24","Q12024","2024-03-10","First Class","327703200","West","1","435","10","0","19","60536734"
"395091593","2024-02-13","Jan-24","Q12024","2024-02-16","First Class","317153449","Central","5","101","6","0","19","51879119"
"395591748","2024-02-23","Mar-24","Q12024","2024-02-25","Second Class","979121505","West","5","199","6","0","16","86900951"
"395936524","2024-03-17","Mar-24","Q12024","2024-03-21","Standard Class","891175297","West","1","228","10","0","16","42214000"
"396214835","2024-02-22","Jan-24","Q12024","2024-02-24","First Class","506122816","Central","10","105","10","0","19","42660499"
"396526655","2024-02-13","Mar-24","Q12024","2024-02-17","First Class","650378998","West","8","511","8","0","-28","69685233"
"396533248","2024-03-04","Jan-24","Q12024","2024-03-10","Standard Class","827170784","West","17","153","10","0","2","64388330"
"397494532","2024-03-04","Jan-24","Q12024","2024-03-14","First Class","831898489","West","3","328","7","0","-30","63118444"
"397544809","2024-02-25","Mar-24","Q12024","2024-03-02","Second Class","218005955","East","15","480","10","0","-13","52653836"
"397591504","2024-02-07","Jan-24","Q12024","2024-02-10","Second Class","116282105","East","12","347","7","0","2","44252230"
"397706474","2024-02-29","Mar-24","Q12024","2024-03-09","Second Class","396734027","East","5","457","10","0","19","77622477"
"397809003","2024-01-30","Mar-24","Q12024","2024-02-07","First Class","974868067","South","14","406","10","0","-58","86587542"
"397844177","2024-02-25","Mar-24","Q12024","2024-03-07","Second Class","441256589","West","5","287","7","0","12","86804600"
"397997388","2024-02-21","Jan-24","Q12024","2024-03-01","First Class","481040547","West","5","273","6","0","19","42581897"
"398035341","2024-02-12","Mar-24","Q12024","2024-02-13","First Class","880229455","West","2","377","7","0","-2","80373582"
"398062475","2024-02-19","Mar-24","Q12024","2024-02-25","First Class","926453867","East","6","511","10","0","-12","53531105"
"398478952","2024-02-17","Jan-24","Q12024","2024-02-21","First Class","261238807","East","7","352","10","0","-31","58007334"
"398764585","2024-03-04","Mar-24","Q12024","2024-03-11","Second Class","237848106","West","13","349","8","0","19","86900951"
"398851535","2024-02-28","Mar-24","Q12024","2024-03-02","Standard Class","977013985","West","4","403","10","0","-5","86900951"
"398925428","2024-02-14","Mar-24","Q12024","2024-02-13","Second Class","883578631","West","4","511","6","0","-28","86900951"
"398957641","2024-03-05","Jan-24","Q12024","2024-03-13","Second Class","144713260","Central","4","405","10","0","4","79546441"
"399294589","2024-03-05","Mar-24","Q12024","2024-03-08","Standard Class","848767165","Central","16","471","9","0","-45","57712330"
"399377389","2024-03-13","Mar-24","Q12024","2024-03-19","Second Class","428326210","Central","5","493","10","0","19","44896936"
"399530251","2024-02-02","Jan-24","Q12024","2024-02-01","First Class","968784981","East","5","442","10","0","-68","82773093"
"399590905","2024-02-16","Jan-24","Q12024","2024-02-28","First Class","968447168","West","3","285","8","0","19","66285028"
"399892042","2024-02-06","Jan-24","Q12024","2024-02-10","Second Class","595936924","Central","18","437","7","0","-47","48811948"
"399938783","2024-02-15","Mar-24","Q12024","2024-02-26","Second Class","93742253","East","13","216","10","0","-38","61452515"
"400067428","2024-02-29","Mar-24","Q12024","2024-03-04","First Class","643143554","West","11","463","8","0","19","59833032"
"400546174","2024-02-08","Jan-24","Q12024","2024-02-14","Standard Class","411219121","Central","17","55","6","0","9","51587195"
"400616986","2024-01-31","Jan-24","Q12024","2024-02-03","First Class","503029454","East","5","343","6","0","-12","63928047"
"401084172","2024-02-26","Mar-24","Q12024","2024-02-23","Standard Class","979785977","West","7","356","9","0","-40","76105173"
"401138640","2024-02-19","Mar-24","Q12024","2024-02-25","First Class","819648197","West","17","246","8","0","-17","63156045"
"401234373","2024-02-16","Jan-24","Q12024","2024-02-21","Standard Class","805527014","West","14","350","7","0","-17","63621663"
"401415356","2024-02-19","Mar-24","Q12024","2024-02-23","Standard Class","920795738","East","17","370","8","0","-22","40090049"
"401459238","2024-03-02","Mar-24","Q12024","2024-03-07","Second Class","651117262","West","6","341","7","0","19","62984146"
"402165117","2024-03-06","Mar-24","Q12024","2024-03-03","First Class","317924549","East","2","326","10","0","-23","36680938"
"402167033","2024-03-17","Mar-24","Q12024","2024-03-21","Standard Class","296643421","West","17","511","10","0","17","75334754"
"402340357","2024-02-11","Jan-24","Q12024","2024-02-15","First Class","169018303","West","6","326","7","0","-7","74000573"
"402361958","2024-02-08","Mar-24","Q12024","2024-02-13","Standard Class","294894564","West","19","365","7","0","-18","82812094"
"402700594","2024-02-22","Jan-24","Q12024","2024-03-01","First Class","332869402","South","5","143","6","0","15","54689549"
"402980319","2024-02-17","Mar-24","Q12024","2024-02-22","Second Class","752757297","South","3","469","10","0","-4","80572434"
"403161649","2024-01-29","Jan-24","Q12024","2024-02-03","First Class","638287047","East","10","245","10","0","1","75864663"
"403390371","2024-02-19","Mar-24","Q12024","2024-02-26","Standard Class","285409401","West","13","106","6","0","-30","80024188"
"403659787","2024-02-17","Mar-24","Q12024","2024-02-19","Second Class","477520946","West","9","257","7","0","-23","64947336"
"403722725","2024-02-04","Jan-24","Q12024","2024-02-14","Second Class","188070018","West","11","461","5","0","5","81874115"
"404104730","2024-02-16","Jan-24","Q12024","2024-02-25","Second Class","473590236","West","9","218","10","0","-43","67022507"
"404208275","2024-02-06","Mar-24","Q12024","2024-02-18","First Class","51909385","West","10","373","7","0","-51","76098480"
"404828914","2024-02-22","Mar-24","Q12024","2024-02-25","Second Class","528715749","West","18","489","6","0","3","80613090"
"405639608","2024-03-05","Mar-24","Q12024","2024-03-11","Second Class","214589709","West","16","305","7","0","-11","66078369"
"405808352","2024-02-03","Jan-24","Q12024","2024-02-12","Second Class","918512090","West","11","511","5","0","11","86900951"
"405901267","2024-02-25","Mar-24","Q12024","2024-02-26","Second Class","380294902","West","12","132","10","0","-3","63643139"
"406059394","2024-02-09","Mar-24","Q12024","2024-02-14","Second Class","20951737","West","12","110","10","0","-27","52975313"
"406550265","2024-03-03","Mar-24","Q12024","2024-03-10","Second Class","598093943","East","18","415","9","0","-32","66868040"
"407188678","2024-03-12","Jan-24","Q12024","2024-03-16","Standard Class","893317808","West","12","295","7","0","-18","70905183"
"407300292","2024-03-07","Mar-24","Q12024","2024-03-11","Standard Class","315190230","West","5","339","8","0","19","76047693"
"407373408","2024-02-27","Mar-24","Q12024","2024-03-06","Second Class","836501719","South","2","309","10","0","-35","67293205"
"407458539","2024-02-19","Jan-24","Q12024","2024-03-01","Second Class","424663278","West","8","37","5","0","19","65176391"
"407470093","2024-02-14","Mar-24","Q12024","2024-02-12","Second Class","26407610","West","12","414","9","0","3","63733549"
"408251358","2024-02-01","Jan-24","Q12024","2024-02-06","First Class","227840577","East","4","502","10","0","-26","80561651"
"408505494","2024-02-17","Jan-24","Q12024","2024-02-16","First Class","508837153","East","9","245","9","0","1","63162368"
"408621864","2024-02-12","Jan-24","Q12024","2024-02-22","Second Class","521398161","Central","5","382","8","0","-45","57166045"
"408716845","2024-03-13","Mar-24","Q12024","2024-03-21","Standard Class","365380786","Central","10","371","10","0","-6","43749183"
"408757878","2024-02-04","Mar-24","Q12024","2024-02-16","First Class","158567052","West","11","183","5","0","-15","82219191"
"409311057","2024-02-03","Mar-24","Q12024","2024-02-13","First Class","662664766","West","2","142","5","0","19","59724657"
"409955168","2024-02-22","Jan-24","Q12024","2024-02-28","Standard Class","88865561","West","10","147","9","0","19","75173026"
"410076410","2024-02-18","Mar-24","Q12024","2024-02-23","Second Class","387956163","East","16","431","7","0","-50","69605134"
"410442309","2024-03-06","Mar-24","Q12024","2024-03-13","Second Class","718587717","West","9","418","10","0","19","86900951"
"410496443","2024-02-20","Jan-24","Q12024","2024-02-23","Standard Class","877560630","Central","18","52","5","0","19","76134460"
"410632904","2024-03-07","Mar-24","Q12024","2024-03-18","Standard Class","586954410","Central","14","406","10","0","-6","77516757"
"411023190","2024-02-27","Mar-24","Q12024","2024-03-04","Standard Class","984705894","West","19","207","7","0","4","72148644"
"411379184","2024-01-31","Mar-24","Q12024","2024-02-02","First Class","108484332","West","19","413","4","0","-23","77679200"
"411886028","2024-03-01","Mar-24","Q12024","2024-03-08","Standard Class","328192412","South","12","373","10","0","-36","62627096"
"412034565","2024-02-15","Jan-24","Q12024","2024-02-16","First Class","409360061","West","10","147","6","0","-65","56226253"
"412237982","2024-02-29","Jan-24","Q12024","2024-03-09","Second Class","398344365","West","13","79","10","0","-6","55452279"
"412374673","2024-02-09","Mar-24","Q12024","2024-02-19","Second Class","181885437","South","18","166","5","0","14","73628352"
"412480109","2024-03-15","Mar-24","Q12024","2024-03-20","Standard Class","633295325","West","17","390","9","0","-19","61571465"
"412548191","2024-02-19","Jan-24","Q12024","2024-02-28","Second Class","556936466","East","12","78","9","0","-16","47235449"
"412837574","2024-02-20","Mar-24","Q12024","2024-02-26","First Class","666192042","West","2","395","10","0","-18","67397491"
"412852255","2024-02-24","Mar-24","Q12024","2024-03-05","First Class","642740636","Central","4","413","10","0","-3","70458275"
"413260995","2024-02-26","Jan-24","Q12024","2024-02-26","First Class","90966161","Central","4","279","10","0","9","58585827"
"413777543","2024-02-20","Jan-24","Q12024","2024-02-27","Second Class","155910438","Central","8","93","6","0","19","63254967"
"413800290","2024-02-11","Mar-24","Q12024","2024-02-22","Second Class","806896337","West","3","297","7","0","-54","56080687"
"413843485","2024-01-28","Mar-24","Q12024","2024-02-02","Second Class","386391527","East","18","429","6","0","-61","60204107"
"413924479","2024-02-27","Mar-24","Q12024","2024-03-09","Standard Class","402011155","West","8","389","8","0","-45","68952585"
"414024515","2024-02-20","Mar-24","Q12024","2024-02-29","Standard Class","658706924","West","16","55","3","0","-21","53415378"
"414406942","2024-03-12","Mar-24","Q12024","2024-03-20","Standard Class","397194569","East","17","294","10","0","-57","39574062"
"414436064","2024-02-04","Jan-24","Q12024","2024-02-14","First Class","620911147","West","3","135","5","0","8","78545377"
"414575474","2024-02-11","Mar-24","Q12024","2024-02-16","First Class","922567613","West","18","350","10","0","-33","82841363"
"415012905","2024-02-10","Mar-24","Q12024","2024-02-19","Second Class","99968393","West","10","279","7","0","-7","79863244"
"415249720","2024-03-04","Mar-24","Q12024","2024-03-07","First Class","352171794","West","6","187","10","0","-8","69376840"
"415331162","2024-03-15","Mar-24","Q12024","2024-03-18","Standard Class","726428986","West","16","161","10","0","-7","80501956"
"415720160","2024-02-13","Jan-24","Q12024","2024-02-16","Second Class","53736857","West","18","67","5","0","-24","67030686"
"416076664","2024-03-06","Mar-24","Q12024","2024-03-13","Second Class","720428721","Central","5","473","10","0","10","52846880"
"416205170","2024-02-20","Jan-24","Q12024","2024-03-02","Second Class","608928066","West","16","348","10","0","-23","68837545"
"416579166","2024-03-09","Mar-24","Q12024","2024-03-07","Second Class","132966696","Central","3","467","10","0","19","53860380"
"416818567","2024-02-10","Mar-24","Q12024","2024-02-14","Second Class","969109787","West","5","156","3","0","19","71904584"
"416850822","2024-03-09","Jan-24","Q12024","2024-03-14","Standard Class","359230894","West","17","156","5","0","19","69787431"
"417173110","2024-02-05","Jan-24","Q12024","2024-02-10","First Class","106836103","Central","11","44","9","0","0","59213358"
"417234134","2024-02-11","Mar-24","Q12024","2024-02-12","First Class","312996065","West","4","441","8","0","-41","59707514"
"417593527","2024-03-06","Mar-24","Q12024","2024-03-18","Second Class","788484208","Central","8","222","10","0","-14","48867906"
"417713792","2024-03-13","Mar-24","Q12024","2024-03-17","Second Class","118556548","West","3","162","9","0","19","59322016"
"418245385","2024-02-12","Mar-24","Q12024","2024-02-14","Second Class","13369947","West","5","468","10","0","-24","81740414"
"418354789","2024-02-16","Jan-24","Q12024","2024-02-20","Standard Class","11377662","South","18","214","5","0","-2","64519613"
"418525289","2024-02-21","Mar-24","Q12024","2024-03-04","Standard Class","81091905","West","16","62","4","0","19","61452829"
"418674684","2024-02-03","Jan-24","Q12024","2024-02-06","First Class","204583204","South","5","365","8","0","-10","86900951"
"418993627","2024-03-14","Mar-24","Q12024","2024-03-13","Second Class","679050267","Central","8","145","10","0","19","58252657"
"419215725","2024-02-22","Mar-24","Q12024","2024-02-24","Second Class","568104368","West","15","251","9","0","-49","86900951"
"419444875","2024-03-11","Mar-24","Q12024","2024-03-14","Second Class","257183805","West","12","192","6","0","19","72938385"
"419667799","2024-02-15","Mar-24","Q12024","2024-02-26","First Class","539195381","West","3","505","9","0","2","83189415"
"419867692","2024-03-01","Jan-24","Q12024","2024-03-08","First Class","367616825","West","10","292","8","0","19","74225397"
"420087567","2024-03-04","Mar-24","Q12024","2024-03-12","Standard Class","352772146","East","16","145","8","0","-41","37661859"
"420146677","2024-03-02","Jan-24","Q12024","2024-03-09","Standard Class","29450297","East","2","499","8","0","19","43177307"
"420263039","2024-02-16","Mar-24","Q12024","2024-02-22","Second Class","516722364","Central","14","236","9","0","-47","66774745"
"420383653","2024-02-07","Mar-24","Q12024","2024-02-10","Standard Class","290991473","West","13","38","3","0","19","56734121"
"420459712","2024-03-17","Mar-24","Q12024","2024-03-16","Second Class","869774473","East","6","407","10","0","0","58431233"
"420542465","2024-02-26","Mar-24","Q12024","2024-03-03","First Class","9507952","West","4","439","8","0","-47","51081068"
"420565793","2024-03-14","Mar-24","Q12024","2024-03-16","Standard Class","716380027","West","11","347","6","0","19","60301961"
"420579748","2024-02-05","Jan-24","Q12024","2024-02-15","Second Class","535270630","East","10","383","9","0","-13","86900951"
"420958772","2024-02-12","Jan-24","Q12024","2024-02-21","Second Class","66220876","Central","3","280","7","0","16","62632927"
"421326183","2024-02-13","Mar-24","Q12024","2024-02-12","Second Class","681862002","West","10","210","7","0","10","64335136"
"421588073","2024-02-06","Jan-24","Q12024","2024-02-15","Second Class","352339862","West","7","345","6","0","19","86900951"
"421776577","2024-02-10","Jan-24","Q12024","2024-02-18","Second Class","182707078","Central","18","181","5","0","-11","69621220"
"421865996","2024-02-28","Mar-24","Q12024","2024-03-03","First Class","959358574","West","10","465","6","0","0","47421489"
"421899393","2024-02-23","Mar-24","Q12024","2024-02-28","Standard Class","777868604","West","10","73","6","0","-19","64166623"
"422394642","2024-03-06","Mar-24","Q12024","2024-03-04","Standard Class","659653206","West","9","112","8","0","19","58115724"
"422406071","2024-02-19","Mar-24","Q12024","2024-02-23","Second Class","506101022","West","11","188","7","0","19","57089352"
"422610478","2024-02-16","Jan-24","Q12024","2024-02-16","Standard Class","994768094","Central","17","381","7","0","-75","65256843"
"422899017","2024-02-25","Mar-24","Q12024","2024-03-06","First Class","522193755","West","11","467","10","0","-41","73839437"
"422957392","2024-02-14","Jan-24","Q12024","2024-02-19","Second Class","867577967","East","18","356","10","0","-63","66550761"
"423023823","2024-02-26","Mar-24","Q12024","2024-02-29","Standard Class","613603422","West","18","152","6","0","-2","65378720"
"423215083","2024-02-15","Mar-24","Q12024","2024-02-23","Second Class","782631985","West","11","511","8","0","-59","74379917"
"423218130","2024-03-02","Mar-24","Q12024","2024-03-11","Second Class","440374451","East","16","501","10","0","-12","64336352"
"423317906","2024-03-05","Jan-24","Q12024","2024-03-10","Standard Class","464395534","West","13","176","10","0","-52","86900951"
"423491144","2024-03-01","Mar-24","Q12024","2024-03-03","Second Class","124785423","West","9","248","9","0","5","69111325"
"423494413","2024-02-23","Jan-24","Q12024","2024-03-05","Second Class","723700973","West","18","93","6","0","-36","47941991"
"423563908","2024-02-29","Jan-24","Q12024","2024-03-02","First Class","68418388","West","3","311","9","0","19","50673766"
"424014150","2024-03-13","Mar-24","Q12024","2024-03-19","Second Class","412023951","West","13","255","7","0","19","81673959"
"424194692","2024-02-03","Jan-24","Q12024","2024-01-31","First Class","877500695","South","6","102","5","0","19","49431840"
"424350269","2024-02-22","Mar-24","Q12024","2024-02-22","Standard Class","756131233","Central","15","278","9","0","15","67988141"
"425001740","2024-01-31","Jan-24","Q12024","2024-02-03","First Class","319650154","West","8","153","8","0","-60","77134811"
"425027385","2024-02-15","Mar-24","Q12024","2024-02-23","First Class","547706065","West","7","511","9","0","19","77120302"
"425093279","2024-02-20","Mar-24","Q12024","2024-02-21","Standard Class","832362069","South","6","490","10","0","-38","86900951"
"425166504","2024-02-27","Mar-24","Q12024","2024-03-03","Standard Class","976071956","West","12","331","8","0","-21","62413124"
"425283949","2024-03-11","Mar-24","Q12024","2024-03-11","Second Class","712627071","West","1","278","6","0","19","67628111"
"425387998","2024-03-04","Mar-24","Q12024","2024-03-05","First Class","837987077","South","9","449","10","0","-17","46629713"
"425548245","2024-02-09","Mar-24","Q12024","2024-02-14","First Class","731322603","West","2","467","5","0","19","86900951"
"426223751","2024-02-14","Jan-24","Q12024","2024-02-23","Standard Class","662656541","Central","17","254","3","0","19","74338366"
"426300681","2024-02-09","Mar-24","Q12024","2024-02-15","First Class","5619468","East","8","511","10","0","-34","86900951"
"426351346","2024-02-17","Jan-24","Q12024","2024-02-19","Standard Class","765021356","East","19","181","9","0","-19","49841838"
"426438747","2024-02-19","Mar-24","Q12024","2024-02-24","First Class","770197233","West","10","404","10","0","-2","86900951"
"426485789","2024-02-22","Mar-24","Q12024","2024-03-01","Second Class","630194959","West","15","491","9","0","-18","85519285"
"426545753","2024-02-06","Jan-24","Q12024","2024-02-11","Standard Class","13800170","West","14","302","6","0","-63","75403131"
"426746596","2024-03-17","Mar-24","Q12024","2024-03-21","Standard Class","393021512","West","6","299","10","0","19","64862180"
"426912708","2024-02-28","Mar-24","Q12024","2024-03-08","Second Class","676230574","East","4","460","7","0","18","52607542"
"427518571","2024-02-09","Jan-24","Q12024","2024-02-21","First Class","325315289","West","13","226","5","0","8","62671519"
"427631726","2024-03-10","Mar-24","Q12024","2024-03-16","Second Class","526765986","West","5","261","9","0","-26","79109353"
"427779231","2024-02-04","Jan-24","Q12024","2024-02-10","First Class","662939200","South","7","179","6","0","-31","75806920"
"428256909","2024-02-24","Jan-24","Q12024","2024-03-02","First Class","400017440","East","4","318","10","0","-52","51346605"
"428261034","2024-03-16","Mar-24","Q12024","2024-03-21","Standard Class","749572580","West","14","265","10","0","-20","48360706"
"428326736","2024-01-31","Mar-24","Q12024","2024-02-10","First Class","470662774","Central","4","357","6","0","-11","69612868"
"428387648","2024-03-01","Mar-24","Q12024","2024-03-04","Second Class","630750719","Central","15","218","8","0","-16","48457254"
"428582380","2024-02-25","Mar-24","Q12024","2024-02-24","First Class","900156268","Central","4","421","9","0","-18","69585892"
"428717781","2024-02-23","Jan-24","Q12024","2024-02-24","Second Class","665625184","South","14","95","10","0","-27","70167203"
"429440681","2024-02-07","Jan-24","Q12024","2024-02-18","Second Class","277400675","West","18","100","6","0","19","67483247"
"429698295","2024-02-16","Jan-24","Q12024","2024-02-21","Second Class","957809188","West","6","60","6","0","19","86900951"
"429749744","2024-03-04","Mar-24","Q12024","2024-03-08","Second Class","886153510","West","7","491","10","0","-31","65460887"
"429836539","2024-01-26","Jan-24","Q12024","2024-02-05","First Class","412525685","East","15","72","6","0","18","60119454"
"430482005","2024-03-09","Jan-24","Q12024","2024-03-18","Standard Class","441558169","West","13","237","7","0","19","62015754"
"430487849","2024-02-16","Mar-24","Q12024","2024-02-24","Second Class","752239537","West","4","255","3","0","19","67364196"
"430565317","2024-02-24","Jan-24","Q12024","2024-03-04","Second Class","69919274","East","18","324","7","0","19","69339656"
"430846117","2024-03-02","Jan-24","Q12024","2024-03-08","Second Class","920287981","Central","18","261","6","0","19","54093197"
"431048154","2024-03-06","Mar-24","Q12024","2024-03-17","Standard Class","344473549","West","15","344","6","0","19","73175048"
"431317450","2024-02-17","Mar-24","Q12024","2024-02-18","First Class","862491359","South","12","93","6","0","8","62463433"
"431406031","2024-03-04","Mar-24","Q12024","2024-03-07","Standard Class","480731722","West","15","437","10","0","3","52010028"
"431410780","2024-03-01","Mar-24","Q12024","2024-03-10","First Class","454757316","West","3","411","10","0","-13","82872085"
"431511237","2024-02-22","Mar-24","Q12024","2024-02-29","Second Class","318916091","Central","16","454","7","0","-6","74027263"
"431589303","2024-02-13","Jan-24","Q12024","2024-02-16","First Class","123614601","Central","3","451","5","0","-26","56752353"
"431642756","2024-03-07","Mar-24","Q12024","2024-03-18","Second Class","211030584","West","12","456","10","0","19","82115921"
"431695227","2024-02-01","Jan-24","Q12024","2024-02-05","Second Class","559043307","East","4","407","6","0","-23","86613569"
"431929155","2024-02-07","Jan-24","Q12024","2024-02-08","Standard Class","527346169","Central","6","319","9","0","-62","82174232"
"432638644","2024-03-16","Jan-24","Q12024","2024-03-13","Second Class","868171278","West","14","175","9","0","-2","51653341"
"433030176","2024-02-19","Mar-24","Q12024","2024-02-27","First Class","255877620","East","11","304","8","0","-33","34731528"
"433175871","2024-02-09","Jan-24","Q12024","2024-02-19","First Class","206132199","South","8","363","6","0","19","78887393"
"433339816","2024-02-17","Mar-24","Q12024","2024-02-22","First Class","932398328","West","1","278","7","0","2","83553379"
"433765174","2024-02-13","Mar-24","Q12024","2024-02-22","First Class","751713964","Central","7","474","9","0","-32","81855724"
"433851742","2024-03-01","Mar-24","Q12024","2024-03-10","Standard Class","147672720","West","18","288","7","0","-41","86900951"
"433998364","2024-03-04","Mar-24","Q12024","2024-03-09","Standard Class","407842544","West","14","182","5","0","-41","55461172"
"434253974","2024-03-12","Mar-24","Q12024","2024-03-17","Second Class","189574756","West","18","299","10","0","4","73411239"
"434403694","2024-02-26","Jan-24","Q12024","2024-03-08","Second Class","426360431","West","19","22","10","0","-7","67840866"
"434505650","2024-03-12","Mar-24","Q12024","2024-03-16","Standard Class","445088655","West","15","399","10","0","-1","86900951"
"434520591","2024-02-12","Jan-24","Q12024","2024-02-17","Second Class","352337305","South","17","79","9","0","9","70893616"
"434939884","2024-02-06","Jan-24","Q12024","2024-02-14","Standard Class","811543574","South","18","169","4","0","19","64710378"
"435302511","2024-02-11","Jan-24","Q12024","2024-02-23","Second Class","694365256","South","10","112","5","0","19","47870853"
"435517402","2024-02-16","Jan-24","Q12024","2024-02-20","Second Class","570365280","East","8","281","10","0","7","43509064"
"435747282","2024-02-20","Mar-24","Q12024","2024-02-23","Standard Class","277416120","Central","14","160","9","0","8","70051590"
"435780620","2024-02-27","Mar-24","Q12024","2024-03-06","Standard Class","231982470","West","18","113","7","0","-17","40737576"
"435915183","2024-02-29","Mar-24","Q12024","2024-03-02","First Class","476303392","West","4","370","10","0","19","86900951"
"436017719","2024-03-11","Mar-24","Q12024","2024-03-18","Second Class","248020704","West","8","436","10","0","19","60354337"
"436170955","2024-02-02","Jan-24","Q12024","2024-02-07","Second Class","882001247","East","12","318","7","0","15","75048063"
"436368437","2024-02-13","Mar-24","Q12024","2024-02-18","Second Class","483770707","East","18","331","10","0","-64","70276448"
"436457582","2024-03-11","Mar-24","Q12024","2024-03-13","Second Class","201155113","West","3","77","4","0","19","66416118"
"436461558","2024-03-01","Mar-24","Q12024","2024-03-07","Standard Class","135158066","West","6","292","5","0","19","73600612"
"436624316","2024-03-14","Mar-24","Q12024","2024-03-18","Second Class","89507639","West","3","337","8","0","19","61115093"
"436987187","2024-02-13","Mar-24","Q12024","2024-02-22","First Class","898669421","West","10","511","10","0","-20","62765920"
"437135433","2024-02-05","Jan-24","Q12024","2024-02-03","First Class","679857896","East","7","511","9","0","-28","42263191"
"437151112","2024-03-08","Mar-24","Q12024","2024-03-12","Second Class","31213651","West","2","511","9","0","17","68710202"
"437419483","2024-02-29","Mar-24","Q12024","2024-03-07","Second Class","512905031","West","13","277","4","0","19","80153771"
"437432606","2024-03-05","Mar-24","Q12024","2024-03-16","Standard Class","998460186","West","16","206","9","0","2","71079352"
"438290735","2024-02-13","Mar-24","Q12024","2024-02-17","First Class","986129499","West","9","48","9","0","19","86900951"
"438310923","2024-03-02","Mar-24","Q12024","2024-03-12","First Class","282771625","West","5","222","9","0","19","53007964"
"438482203","2024-01-25","Jan-24","Q12024","2024-02-01","First Class","784469137","East","5","401","6","0","-18","68842424"
"439011977","2024-02-04","Jan-24","Q12024","2024-02-14","Standard Class","158346467","East","14","468","7","0","-47","86900951"
"439168132","2024-02-19","Mar-24","Q12024","2024-02-23","Standard Class","690524094","West","14","116","6","0","-6","86900951"
"439202018","2024-03-02","Mar-24","Q12024","2024-03-04","Second Class","532773602","West","11","455","10","0","-17","72076504"
"439515863","2024-02-26","Mar-24","Q12024","2024-03-01","First Class","824996099","West","14","314","8","0","17","85664803"
"439727144","2024-03-07","Mar-24","Q12024","2024-03-09","Second Class","24282104","West","11","401","10","0","19","86900951"
"439730920","2024-02-09","Mar-24","Q12024","2024-02-14","Second Class","968273740","East","9","511","6","0","19","51729720"
"439964176","2024-03-06","Mar-24","Q12024","2024-03-10","Second Class","294392243","West","14","435","9","0","-17","86900951"
"439995650","2024-02-17","Mar-24","Q12024","2024-02-22","Second Class","872715350","West","19","471","10","0","-13","80453109"
"440117562","2024-03-05","Mar-24","Q12024","2024-03-08","Standard Class","323399419","West","16","144","6","0","7","34323129"
"440346864","2024-02-24","Jan-24","Q12024","2024-02-27","Standard Class","218553912","South","12","433","6","0","11","56169433"
"440393542","2024-02-20","Mar-24","Q12024","2024-02-24","Standard Class","866394725","West","16","491","10","0","-53","66793737"
"440406317","2024-03-07","Mar-24","Q12024","2024-03-14","First Class","624869132","South","6","511","10","0","19","61112789"
